"id","account_type","actions","device_id","duration","end_date","end_date_when_not_saved","installer_package","ip","ip_address","os_version","referrer","screen_views","start_date","user_agent","version"
"ChIasd8fdiwrPfQ","","","8705400293.1674080749160","55","","","","92.184.124.75","","","","","2023-01-18T22:19:58.706Z","""Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36""","0.1.0"
"NT9ubSxNINHnYf1","hotel","","5752083506.1668813242600","2","","","appstore","80.9.240.131","","15.3.1","","","2022-12-14T22:18:21.435Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""","1.0.10"
"2cHfXm1cbe9M60y","","","5904789064.1679981429172","3","2023-03-28T05:31:44.252Z","","unknown","34.69.234.64","","9","","","2023-03-28T05:31:41.715Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36""","1.0.13"
"ZAdKXPedMTx0p6t","hotel","","6864572312.1668906081515","2","2023-02-28T21:57:48.917Z","","com.android.vending","86.249.148.170","","11","","","2023-02-28T21:57:46.991Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5481.65 Mobile Safari/537.36""","1.0.13"
"5wuDOKYDGmADeoN","","","5904789064.1679981429172","1","2023-03-28T05:33:13.585Z","","unknown","34.69.234.64","","9","","","2023-03-28T05:33:12.168Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36""","1.0.13"
"eqoWz9caXul1uzy","","","0091914385.1679975566225","16","2023-03-28T03:55:05.110Z","","unknown","70.32.128.246","","12","","","2023-03-28T03:54:49.079Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"vDXIMbqjLLJfo62","","","4367599650.1675241782323","2","","","","37.24.81.254","","","","","2023-02-01T08:56:22.214Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"68iMUaetEq45Z1Y","","","2047358982.1667950602534","45","","","","178.249.212.31","","","","","2023-01-01T21:39:12.513Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""","0.1.0"
"uXZFfOpOkBphUCy","","","4727897728.1681236204969","83","","","","86.249.148.170","","","","","2023-04-20T09:11:02.577Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36""","0.1.0"
"VKSJOPkwZPpc1vR","","","2047358982.1667950602534","366","","","","178.249.212.31","","","https://www.atsight.ch/p?c=NHHkOqC1I/","[{""M"":{""duration"":{""N"":""18""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""22:33:13""}}},{""M"":{""duration"":{""N"":""17""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""22:33:30""}}},{""M"":{""duration"":{""N"":""28""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""22:33:58""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""22:34:01""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""22:34:01""}}},{""M"":{""duration"":{""N"":""38""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""22:34:39""}}},{""M"":{""duration"":{""N"":""39""},""screen_name"":{""S"":""account_info""},""log_time"":{""S"":""22:35:20""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""account_info""},""log_time"":{""S"":""22:35:51""}}},{""M"":{""duration"":{""N"":""87""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""22:36:06""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""22:36:10""}}}]","2023-01-01T21:32:55.273Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""","0.1.0"
"aLqbUp5aZsXS9pg","","","2047358982.1667950602534","36","","","","92.184.124.75","","","","[{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""23:23:42""}}},{""M"":{""duration"":{""N"":""16""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""23:23:58""}}},{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""23:24:06""}}}]","2023-01-18T22:23:35.686Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"fWV7FA4bQGVe9Rh","hotel","","6864572312.1668906081515","171","2022-12-04T10:20:37.928Z","","com.android.vending","92.184.108.166","","11","","[{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""Sun Dec  4 11:18:12 2022""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""Sun Dec  4 11:18:23 2022""}}},{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Sun Dec  4 11:19:32 2022""}}}]","2022-12-04T10:17:46.791Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Mobile Safari/537.36""","1.0.13"
"p8moYu16C6FqmsX","","","0091914385.1679975566225","1","2023-03-28T03:55:23.506Z","","unknown","70.32.128.246","","12","","","2023-03-28T03:55:22.502Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"pcKwBH59u2yzI4E","hotel","","6864572312.1668906081515","277","2023-01-18T22:16:05.899Z","","com.android.vending","92.184.123.23","","11","","[{""M"":{""duration"":{""N"":""115""},""screen_name"":{""S"":""post_editor""},""log_time"":{""S"":""Wed Jan 18 23:13:18 2023""}}},{""M"":{""duration"":{""N"":""145""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Wed Jan 18 23:13:45 2023""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Wed Jan 18 23:13:50 2023""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Wed Jan 18 23:13:53 2023""}}},{""M"":{""duration"":{""N"":""19""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""Wed Jan 18 23:14:16 2023""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""Wed Jan 18 23:14:25 2023""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""Wed Jan 18 23:14:33 2023""}}},{""M"":{""duration"":{""N"":""11""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""Wed Jan 18 23:15:04 2023""}}},{""M"":{""duration"":{""N"":""231""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Wed Jan 18 23:15:07 2023""}}},{""M"":{""duration"":{""N"":""28""},""screen_name"":{""S"":""analytics""},""log_time"":{""S"":""Wed Jan 18 23:15:39 2023""}}},{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""Wed Jan 18 23:15:46 2023""}}}]","2023-01-18T22:11:28.774Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"1fbW6RDoC1OmIrN","hotel","","UKJEA06Vl","143","","2022-11-16T16:39:00.157Z","com.android.vending","80.9.240.131","10.133.225.207","11","","","2022-11-16T16:36:36.913Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5060.71 Mobile Safari/537.36""","1.0.12"
"ccATytHSVK2mSzJ","","","4727897728.1681236204969","5086","","","","86.249.148.170","","","","[{""M"":{""duration"":{""N"":""5""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""23:19:53""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""23:19:59""}}}]","2023-04-13T21:19:22.925Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36""","0.1.0"
"nO8Rn3lceaXNZsU","hotel","","6864572312.1668906081515","324","2022-11-26T15:09:14.858Z","","com.android.vending","92.184.98.62","","11","","[{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Sat Nov 26 16:05:06 2022""}}}]","2022-11-26T15:03:50.714Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.105 Mobile Safari/537.36""","1.0.13"
"yLQ6ou5kyYjSVsC","","","9729819935.1679976091210","2","2023-03-28T04:04:32.420Z","","unknown","108.177.7.91","","12","","","2023-03-28T04:04:30.020Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"lYtOUErZot43bT8","","","4465346072.1676384921184","7","","","","86.249.148.170","","","https://github.com/","","2023-02-14T15:55:28.410Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36""","0.1.0"
"I5WkCQRcb0Yyftm","","","2883941860.1677291308813","16","","","","86.249.148.170","","","","","2023-02-25T02:25:10.321Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1""","0.1.0"
"5zkup8hVlfDYo8U","","","2883941860.1677291308813","8","","","","86.249.148.170","","","","","2023-02-25T02:16:25.076Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1""","0.1.0"
"2mor2ySL3p7SPKu","hotel","","5752083506.1668813242600","18","","","appstore","80.9.240.131","","15.3.1","","[{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""09:43:54""}}}]","2022-11-24T08:43:41.746Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""","1.0.10"
"gqKfCvwKEeIYae4","hotel","","6864572312.1668906081515","99","2022-12-02T15:19:00.231Z","","com.android.vending","92.184.110.247","","11","","[{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Fri Dec  2 16:17:36 2022""}}},{""M"":{""duration"":{""N"":""7""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Fri Dec  2 16:17:48 2022""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Fri Dec  2 16:17:50 2022""}}},{""M"":{""duration"":{""N"":""43""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Fri Dec  2 16:18:34 2022""}}},{""M"":{""duration"":{""N"":""81""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Fri Dec  2 16:18:50 2022""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""Fri Dec  2 16:18:59 2022""}}}]","2022-12-02T15:17:20.766Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Mobile Safari/537.36""","1.0.13"
"LPeiuCwyB11lizi","","","9729819935.1679976091210","2","2023-03-28T04:05:39.061Z","","unknown","108.177.7.91","","12","","","2023-03-28T04:05:37.486Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"DfMkgz51iCsqSGT","","","7120448831.1678688817227","2","2023-03-13T06:28:25.116Z","","unknown","35.203.128.13","","9","","","2023-03-13T06:28:22.990Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36""","1.0.13"
"Q8rCGdq3kiZxZeb","hotel","","6864572312.1668906081515","12","2022-12-04T14:59:59.620Z","","com.android.vending","92.184.108.130","","11","","","2022-12-04T14:59:47.909Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.141 Mobile Safari/537.36""","1.0.13"
"VpRiP4FQtUkVzrI","hotel","","6864572312.1668906081515","2","2023-03-01T19:39:35.132Z","","com.android.vending","92.184.108.172","","11","","","2023-03-01T19:39:33.112Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.5481.65 Mobile Safari/537.36""","1.0.13"
"To14NMV5zf1g9WD","","","9587136271.1680312476871","308","","","","86.249.148.170","","","","[{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:28:02""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""03:28:06""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""03:28:10""}}},{""M"":{""duration"":{""N"":""141""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:30:36""}}},{""M"":{""duration"":{""N"":""10""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:30:48""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""03:30:51""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:30:56""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""03:31:50""}}},{""M"":{""duration"":{""N"":""52""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:31:51""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""03:32:08""}}}]","2023-04-01T01:27:56.956Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36""","0.1.0"
"JlhZyno5jvXYfeX","","","7120448831.1678688817227","58","2023-03-13T06:29:26.516Z","","unknown","35.203.128.13","","9","","[{""M"":{""duration"":{""N"":""10""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""Sun Mar 12 23:29:17 2023""}}}]","2023-03-13T06:28:28.668Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36""","1.0.13"
"zQjFtC0lC1F5k0O","hotel","","6864572312.1668906081515","1","2022-12-28T00:38:11.899Z","","com.android.vending","138.199.16.109","","11","","","2022-12-28T00:38:11.068Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"IzRPN74wZYjzmfm","","","8705400293.1674080749160","9","","","","92.184.124.75","","","","","2023-01-18T22:40:20.829Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"SqlJHzUYzVXecWc","","","0091914385.1679975566225","2","2023-03-28T03:54:42.717Z","","unknown","70.32.128.246","","12","","","2023-03-28T03:54:40.742Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"5sDJeqOuwgdSH7N","","","2047358982.1667950602534","7","","","","92.184.124.75","","","","","2023-01-18T22:24:24.858Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"qdHdDqrDoNe34E0","hotel","","UKJEA06Vl","2","","2022-11-16T16:48:25.830Z","com.android.vending","80.9.240.131","10.133.225.207","11","","","2022-11-16T16:48:24.147Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5060.71 Mobile Safari/537.36""","1.0.12"
"4iwL6r12zyyc6kd","hotel","","6864572312.1668906081515","42","2023-01-18T15:44:10.061Z","","com.android.vending","92.184.116.106","","11","","[{""M"":{""duration"":{""N"":""155""},""screen_name"":{""S"":""post_editor""},""log_time"":{""S"":""Wed Jan 18 16:43:30 2023""}}},{""M"":{""duration"":{""N"":""386""},""user_one"":{""BOOL"":true},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""Wed Jan 18 16:43:32 2023""}}}]","2023-01-18T15:43:28.487Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"VCANVoby5JOYOGu","hotel","","6864572312.1668906081515","1","2022-11-23T15:15:55.763Z","","com.android.vending","92.184.98.50","","11","","","2022-11-23T15:15:55.252Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/107.0.5304.105 Mobile Safari/537.36""","1.0.13"
"cK0y5npfyklUtkQ","","","2047358982.1667950602534","12","","","","92.184.124.75","","","","","2023-01-18T22:25:02.871Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"VrzC3k2LVDUf71C","","","2047358982.1667950602534","11","","","","92.184.117.65","","","","","2022-12-28T00:02:31.352Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""","0.1.0"
"qQsaBGOhtwLoal9","","","7124844732.1678671274185","70","2023-03-13T01:36:07.341Z","","unknown","108.177.29.86","","12","","[{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""scanner""},""log_time"":{""S"":""Sun Mar 12 18:35:55 2023""}}}]","2023-03-13T01:34:57.462Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"EQxEaPMOPxoRawQ","hotel","","6864572312.1668906081515","16","2023-01-10T18:43:46.028Z","","com.android.vending","77.78.71.70","","11","","[{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""Tue Jan 10 19:43:40 2023""}}}]","2023-01-10T18:43:30.166Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.128 Mobile Safari/537.36""","1.0.13"
"X3wlWVgZ1UYKNdk","","","2047358982.1667950602534","48","","","","178.249.212.31","","","","[{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""22:29:06""}}},{""M"":{""duration"":{""N"":""7""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""22:29:12""}}},{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""22:29:21""}}},{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""22:29:28""}}}]","2023-01-01T21:28:53.751Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36""","0.1.0"
"QwUSd65KBrg4B9i","","","0091914385.1679975566225","6","2023-03-28T03:55:14.808Z","","unknown","70.32.128.246","","12","","","2023-03-28T03:55:08.720Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"Wot1lgE4e00xOAu","","","5904789064.1679981429172","1","2023-03-28T05:31:50.170Z","","unknown","34.69.234.64","","9","","","2023-03-28T05:31:48.955Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36""","1.0.13"
"AdZphi841ehDu6g","","","7124844732.1678671274185","2","2023-03-13T01:38:49.860Z","","unknown","108.177.29.88","","12","","","2023-03-13T01:38:47.951Z","""Mozilla/5.0 (Linux; Android 12; Pixel 6 Build/SQ1D.220205.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.114 Mobile Safari/537.36""","1.0.13"
"zhtDIdp2SBHcAar","","","9092546939.1675055623771","21","","","","163.172.179.77","","","","","2023-01-30T05:13:47.494Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4298.0 Safari/537.36""","0.1.0"
"lBkiOStRHAdE1dW","","","8705400293.1674080749160","12","","","","92.184.124.75","","","","","2023-01-18T22:19:45.907Z","""Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36""","0.1.0"
"GlXxrbmct0XPm51","hotel","","5752083506.1668813242600","203","","","appstore","80.9.240.131","","15.3.1","","[{""M"":{""duration"":{""N"":""2""},""screen_name"":{""S"":""pdf_info""},""log_time"":{""S"":""09:44:31""}}},{""M"":{""duration"":{""N"":""11""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""09:44:37""}}},{""M"":{""duration"":{""N"":""5""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""09:44:44""}}},{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""pdf_viewer""},""log_time"":{""S"":""09:44:54""}}},{""M"":{""duration"":{""N"":""3""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""09:44:59""}}},{""M"":{""duration"":{""N"":""16""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""09:45:19""}}},{""M"":{""duration"":{""N"":""4""},""screen_name"":{""S"":""post_categories_sorter""},""log_time"":{""S"":""09:46:10""}}},{""M"":{""duration"":{""N"":""8""},""screen_name"":{""S"":""post_categories_sorter""},""log_time"":{""S"":""09:46:19""}}},{""M"":{""duration"":{""N"":""8""},""screen_name"":{""S"":""post_categories_sorter""},""log_time"":{""S"":""09:46:29""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""post_categories_sorter""},""log_time"":{""S"":""09:46:32""}}},{""M"":{""duration"":{""N"":""1374""},""user_one"":{""BOOL"":true},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""09:47:17""}}},{""M"":{""duration"":{""N"":""1""},""screen_name"":{""S"":""settings""},""log_time"":{""S"":""09:47:26""}}}]","2022-11-24T08:44:20.502Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148""","1.0.10"
"9c92jd7hUwo7lpO","","","2047358982.1667950602534","69","","","","37.24.81.254","","","https://www.atsight.ch/george6paris/","[{""M"":{""duration"":{""N"":""6""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""22:26:15""}}},{""M"":{""duration"":{""N"":""16""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""22:26:17""}}},{""M"":{""duration"":{""N"":""30""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""22:26:47""}}},{""M"":{""duration"":{""N"":""5""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""22:26:51""}}}]","2023-02-02T21:25:59.147Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
"jFthrXA9QginZM3","hotel","","6864572312.1668906081515","14","2022-12-09T12:01:27.484Z","","com.android.vending","92.184.98.239","","11","","","2022-12-09T12:01:13.955Z","""Mozilla/5.0 (Linux; Android 11; Nokia 6.2 Build/RKQ1.210607.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5359.79 Mobile Safari/537.36""","1.0.13"
"VkKF8mot0fOujxl","","","8292346666.1673854309506","127","","","","37.24.81.254","","","","[{""M"":{""duration"":{""N"":""26""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""08:32:21""}}},{""M"":{""duration"":{""N"":""13""},""screen_name"":{""S"":""posts""},""log_time"":{""S"":""08:32:34""}}},{""M"":{""duration"":{""N"":""9""},""screen_name"":{""S"":""profile""},""log_time"":{""S"":""08:32:44""}}},{""M"":{""duration"":{""N"":""7""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""08:32:44""}}},{""M"":{""duration"":{""N"":""16""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""08:33:00""}}},{""M"":{""duration"":{""N"":""30""},""screen_name"":{""S"":""related_items""},""log_time"":{""S"":""08:33:30""}}}]","2023-01-16T07:31:49.576Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36""","0.1.0"
