"device_id","ip","model","os","os_version","platform","registration_date","user_agent"
"8555854440.1668293841154","92.184.104.183","","","","web","2022-11-12T22:57:21.154Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"3489769709.1669043043840","80.9.240.131","","","","web","2022-11-21T15:04:03.840Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"0609102137.1668293213029","92.184.104.183","","","","web","2022-11-12T22:46:53.029Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
"6619914466.1668466934145","80.9.240.131","","","","web","2022-11-14T23:02:14.145Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8176221678.1667991895958","80.9.240.131","","","","web","2022-11-09T11:04:55.958Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"6823081793.1669732805348","80.9.240.131","","","","web","2022-11-29T14:40:05.348Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"""
"9888939020.1668705311506","80.9.240.131","","","","web","2022-11-17T17:15:11.506Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"0541077564.1676257622706","40.77.190.86","","","","web","2023-02-13T03:07:02.706Z","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"""
"4684321607.1680662796038","66.249.66.4","","","","web","2023-04-05T02:46:36.038Z","""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.5563.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"9839378012.1667954723249","80.9.240.131","","","","web","2022-11-09T00:45:23.249Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"1524880987.1670772560320","80.9.240.131","","","","web","2022-12-11T15:29:20.320Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"8569912833.1668284136992","92.184.104.183","","","","web","2022-11-12T20:15:36.992Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"4511998805.1668906360898","66.249.64.34","","","","web","2022-11-20T01:06:00.898Z","""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.5249.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"2024725068.1676763460793","86.249.148.170","","","","web","2023-02-18T23:37:40.793Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1"""
"4pUeN1CMy","188.241.177.186","","ios","","","""Wed, 09 Nov 2022 03:04:45 GMT""","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"""
"4458598250.1668291515903","92.184.104.183","","","","web","2022-11-12T22:18:35.903Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"2026020015.1668290907489","92.184.104.183","","","","web","2022-11-12T22:08:27.489Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8613978399.1671127678875","42.236.10.106","","","","web","2022-12-15T18:07:58.875Z","""Mozilla/5.0 (Linux; Android 8.0.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3440.91 Mobile Safari/537.36 BingWeb/6.9.6"""
"6030764138.1668290850402","92.184.104.183","","","","web","2022-11-12T22:07:30.402Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"6475175761.1676763340027","86.249.148.170","","","","web","2023-02-18T23:35:40.028Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"9517514522.1668874247470","92.184.110.232","","","","web","2022-11-19T16:10:47.470Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"5340130851.1668293627295","92.184.104.183","","","","web","2022-11-12T22:53:47.295Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9358595764.1676763288157","86.249.148.170","","","","web","2023-02-18T23:34:48.157Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"6230691286.1668629650952","80.9.240.131","","","","web","2022-11-16T20:14:10.952Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9049744042.1667956329460","80.9.240.131","","","","web","2022-11-09T01:12:09.460Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9458143031.1679927876081","40.77.188.160","","","","web","2023-03-27T14:37:56.081Z","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"""
"7694459634.1668709101909","80.9.240.131","","","","web","2022-11-17T18:18:21.909Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"4941765027.1668290383012","92.184.104.183","","","","web","2022-11-12T21:59:43.012Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"3463908162.1670107067353","80.9.240.131","","","","web","2022-12-03T22:37:47.353Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"1259833916.1669216484520","92.184.98.225","","","","web","2022-11-23T15:14:44.520Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"1895097790.1667994127011","80.9.240.131","","","","web","2022-11-09T11:42:07.011Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"7815034684.1676388265908","65.154.226.170","","","","web","2023-02-14T15:24:25.908Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/110.0.5481.77 Safari/537.36"""
"6092274914.1677264879145","86.249.148.170","","","","web","2023-02-24T18:54:39.145Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"8863675474.1677291274696","86.249.148.170","","","","web","2023-02-25T02:14:34.696Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"1371410758.1676501699250","66.249.76.201","","","","web","2023-02-15T22:54:59.250Z","""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.5414.101 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"9434876725.1668000536772","205.169.39.63","","","","web","2022-11-09T13:28:56.772Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/104.0.5112.101 Safari/537.36"""
"5904789064.1679981429172","34.69.234.64","GCE x86 phone","android","9","app","2023-03-28T05:30:29.172Z","""Mozilla/5.0 (Linux; Android 9; GCE x86 phone Build/PGR1.190916.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.158 Mobile Safari/537.36"""
"2354266396.1668466938072","80.9.240.131","","","","web","2022-11-14T23:02:18.072Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"6931487253.1668439128115","80.9.240.131","","","","web","2022-11-14T15:18:48.115Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8417357296.1668382087579","80.9.240.131","","","","web","2022-11-13T23:28:07.579Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"5248312822.1680382452396","65.154.226.169","","","","web","2023-04-01T20:54:12.396Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/111.0.5563.64 Safari/537.36"""
"5534488962.1667954342215","80.9.240.131","","","","web","2022-11-09T00:39:02.215Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"2406576569.1677264881187","86.249.148.170","","","","web","2023-02-24T18:54:41.187Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"4515545828.1680959443030","40.77.189.176","","","","web","2023-04-08T13:10:43.030Z","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"""
"5299181594.1670163353161","80.9.240.131","","","","web","2022-12-04T14:15:53.161Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8532400964.1668291628923","92.184.104.183","","","","web","2022-11-12T22:20:28.923Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"7347090950.1668212795018","141.22.28.61","","","","web","2022-11-12T00:26:35.018Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"""
"5016019710.1668425596592","66.249.93.148","","","","web","2022-11-14T11:33:16.592Z","""Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse"""
"6805267962.1669139160781","80.9.240.131","","","","web","2022-11-22T17:46:00.781Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9520352400.1682190711493","40.77.191.234","","","","web","2023-04-22T19:11:51.493Z","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"""
"3029258424.1668791351453","139.178.131.75","iPhone XS","ios","16.1.1","app","2022-11-18T17:09:11.453Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"""
"2473496259.1681045549995","40.77.189.9","","","","web","2023-04-09T13:05:49.995Z","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"""
"krsjCMUzp","","iPad Air (3rd generation)","ios","16.1","","2022-10-25T19:35:49.562Z","""Mozilla/5.0 (iPad; CPU OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"""
"6774614434.1676763337585","86.249.148.170","","","","web","2023-02-18T23:35:37.585Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1"""
"1395869686.1668438701401","80.9.240.131","","","","web","2022-11-14T15:11:41.401Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"1988178524.1668295615659","92.184.104.183","","","","web","2022-11-12T23:26:55.659Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
"1385096542.1668290914309","92.184.104.183","","","","web","2022-11-12T22:08:34.309Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8640793991.1672846010734","105.158.102.141","","","","web","2023-01-04T15:26:50.734Z","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"""
"2101332820.1677265004070","86.249.148.170","","","","web","2023-02-24T18:56:44.070Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"2335471227.1670965026429","66.249.77.73","","","","web","2022-12-13T20:57:06.429Z","""Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/107.0.5304.115 Safari/537.36"""
"4781698121.1670880296836","80.9.240.131","","","","web","2022-12-12T21:24:56.836Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"8205288211.1668608516871","80.9.240.131","","","","web","2022-11-16T14:21:56.871Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8421606309.1667955030997","80.9.240.131","","","","web","2022-11-09T00:50:30.997Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8738000766.1667991021774","80.9.240.131","","","","web","2022-11-09T10:50:21.774Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
"5130742830.1676763272385","86.249.148.170","","","","web","2023-02-18T23:34:32.385Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"6622484672.1669923792028","40.77.202.39","","","","web","2022-12-01T19:43:12.028Z","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"""
"4044050541.1668290961869","92.184.104.183","","","","web","2022-11-12T22:09:21.869Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"2708452938.1668290385323","92.184.104.183","","","","web","2022-11-12T21:59:45.323Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"1232379551.1668875496136","92.184.110.232","","","","web","2022-11-19T16:31:36.136Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"0681122419.1668439127020","80.9.240.131","","","","web","2022-11-14T15:18:47.020Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"7756912334.1676763328977","86.249.148.170","","","","web","2023-02-18T23:35:28.977Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1"""
"6362774130.1680861293494","65.154.226.167","","","","web","2023-04-07T09:54:53.494Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/111.0.5563.64 Safari/537.36"""
"6544659833.1678884121289","66.249.69.9","","","","web","2023-03-15T12:42:01.289Z","""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.5481.177 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
"4727897728.1681236204969","62.182.99.241","","","","web","2023-04-11T18:03:24.969Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36"""
"6795655272.1668518586347","80.9.240.131","","","","web","2022-11-15T13:23:06.347Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"5317548888.1677264780686","86.249.148.170","","","","web","2023-02-24T18:53:00.686Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"4390964078.1667991741521","80.9.240.131","","","","web","2022-11-09T11:02:21.521Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9192141802.1668439946414","80.9.240.131","","","","web","2022-11-14T15:32:26.414Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9040883456.1668464776417","80.9.240.131","","","","web","2022-11-14T22:26:16.417Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"6351420678.1668439660311","80.9.240.131","","","","web","2022-11-14T15:27:40.311Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9099439741.1668291073568","92.184.104.183","","","","web","2022-11-12T22:11:13.568Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"1815452141.1676763621329","86.249.148.170","","","","web","2023-02-18T23:40:21.329Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1"""
"6804798221.1667954818429","80.9.240.131","","","","web","2022-11-09T00:46:58.429Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"2482585086.1668293035352","92.184.104.183","","","","web","2022-11-12T22:43:55.352Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8754264268.1667999372181","80.9.240.131","","","","web","2022-11-09T13:09:32.181Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
"3294836887.1677264755280","86.249.148.170","","","","web","2023-02-24T18:52:35.280Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"""
"7235472843.1668291630062","92.184.104.183","","","","web","2022-11-12T22:20:30.062Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"1662632724.1668293436202","92.184.104.183","","","","web","2022-11-12T22:50:36.202Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"3643589804.1668989338548","80.9.240.131","","","","web","2022-11-21T00:08:58.548Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"6396254774.1669358243583","27.115.124.45","","","","web","2022-11-25T06:37:23.583Z","""Mozilla/5.0 (Linux; Android 8.0.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3440.91 Mobile Safari/537.36 BingWeb/6.9.6"""
"8132117513.1668425129528","80.9.240.131","","","","web","2022-11-14T11:25:29.528Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"4160271462.1668290133642","92.184.104.183","","","","web","2022-11-12T21:55:33.642Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8891819292.1669078523772","80.9.240.131","","","","web","2022-11-22T00:55:23.772Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9944717640.1669358337357","42.236.10.125","","","","web","2022-11-25T06:38:57.357Z","""Mozilla/5.0 (Linux; Android 8.0.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3440.91 Mobile Safari/537.36 BingWeb/6.9.6"""
"5909107082.1667954749264","80.9.240.131","","","","web","2022-11-09T00:45:49.264Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
"8508955332.1668289731281","92.184.104.183","","","","web","2022-11-12T21:48:51.281Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"6755212667.1667999526761","80.9.240.131","","","","web","2022-11-09T13:12:06.761Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
"1209296014.1679738699877","44.193.220.153","","","","web","2023-03-25T10:04:59.877Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/99.0.4844.0 Safari/537.36"""
"5752083506.1668813242600","80.9.240.131","iPhone 8","ios","15.3.1","app","2022-11-18T23:14:02.600Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"""
"9475284720.1667992527259","80.9.240.131","","","","web","2022-11-09T11:15:27.259Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9953446087.1667955019439","80.9.240.131","","","","web","2022-11-09T00:50:19.439Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"0090987805.1668299612426","141.22.28.61","","","","web","2022-11-13T00:33:32.426Z","""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"""
"2728855233.1669358434946","180.163.220.67","","","","web","2022-11-25T06:40:34.946Z","""Mozilla/5.0 (Linux; Android 8.0.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3440.91 Mobile Safari/537.36 BingWeb/6.9.6"""
"6681306642.1668110719765","92.184.108.26","","","","web","2022-11-10T20:05:19.765Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"""
"MMTwAll7y","","","ios","","","2022-10-26T15:20:37.754Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"""
"2571590796.1667956869561","80.9.240.131","","","","web","2022-11-09T01:21:09.561Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"9447855422.1682030404239","40.77.202.161","","","","web","2023-04-20T22:40:04.239Z","""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"""
"7650434758.1669139143004","80.9.240.131","","","","web","2022-11-22T17:45:43.004Z","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"""
"8414662891.1676763417619","86.249.148.170","","","","web","2023-02-18T23:36:57.619Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1"""
"5971437773.1668284835155","92.184.104.183","","","","web","2022-11-12T20:27:15.155Z","""Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"""
